transaction_date,outlet,meal_name,covers,unit_price_taka,gross_revenue_taka,day_name,week_number,month,day_idx
24/01/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,5,480,2400,Monday,4,Jan-2022,388
24/01/2022,Star Kabab - Purana Paltan,Kabab Roll,56,150,8400,Monday,4,Jan-2022,388
24/01/2022,Star Kabab - Purana Paltan,Chicken Boti,44,200,8800,Monday,4,Jan-2022,388
25/01/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,23,320,7360,Tuesday,4,Jan-2022,389
25/01/2022,Star Kabab - Purana Paltan,Chicken Tikka,20,250,5000,Tuesday,4,Jan-2022,389
25/01/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,25,480,12000,Tuesday,4,Jan-2022,389
25/01/2022,Star Kabab - Purana Paltan,Kabab Roll,52,150,7800,Tuesday,4,Jan-2022,389
25/01/2022,Star Kabab - Purana Paltan,Chicken Boti,39,200,7800,Tuesday,4,Jan-2022,389
26/01/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,48,320,15360,Wednesday,4,Jan-2022,390
26/01/2022,Star Kabab - Purana Paltan,Chicken Tikka,39,250,9750,Wednesday,4,Jan-2022,390
26/01/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,25,480,12000,Wednesday,4,Jan-2022,390
26/01/2022,Star Kabab - Purana Paltan,Kabab Roll,47,150,7050,Wednesday,4,Jan-2022,390
26/01/2022,Star Kabab - Purana Paltan,Chicken Boti,48,200,9600,Wednesday,4,Jan-2022,390
27/01/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,65,320,20800,Thursday,4,Jan-2022,391
27/01/2022,Star Kabab - Purana Paltan,Chicken Tikka,40,250,10000,Thursday,4,Jan-2022,391
27/01/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,19,480,9120,Thursday,4,Jan-2022,391
27/01/2022,Star Kabab - Purana Paltan,Kabab Roll,70,150,10500,Thursday,4,Jan-2022,391
27/01/2022,Star Kabab - Purana Paltan,Chicken Boti,55,200,11000,Thursday,4,Jan-2022,391
28/01/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,109,320,34880,Friday,4,Jan-2022,392
28/01/2022,Star Kabab - Purana Paltan,Chicken Tikka,58,250,14500,Friday,4,Jan-2022,392
28/01/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,38,480,18240,Friday,4,Jan-2022,392
28/01/2022,Star Kabab - Purana Paltan,Kabab Roll,121,150,18150,Friday,4,Jan-2022,392
28/01/2022,Star Kabab - Purana Paltan,Chicken Boti,89,200,17800,Friday,4,Jan-2022,392
29/01/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,57,320,18240,Saturday,4,Jan-2022,393
29/01/2022,Star Kabab - Purana Paltan,Chicken Tikka,74,250,18500,Saturday,4,Jan-2022,393
29/01/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,13,480,6240,Saturday,4,Jan-2022,393
29/01/2022,Star Kabab - Purana Paltan,Kabab Roll,88,150,13200,Saturday,4,Jan-2022,393
29/01/2022,Star Kabab - Purana Paltan,Chicken Boti,76,200,15200,Saturday,4,Jan-2022,393
30/01/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,27,320,8640,Sunday,4,Jan-2022,394
30/01/2022,Star Kabab - Purana Paltan,Chicken Tikka,41,250,10250,Sunday,4,Jan-2022,394
30/01/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,19,480,9120,Sunday,4,Jan-2022,394
30/01/2022,Star Kabab - Purana Paltan,Kabab Roll,45,150,6750,Sunday,4,Jan-2022,394
30/01/2022,Star Kabab - Purana Paltan,Chicken Boti,41,200,8200,Sunday,4,Jan-2022,394
31/01/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,62,320,19840,Monday,5,Jan-2022,395
31/01/2022,Star Kabab - Purana Paltan,Chicken Tikka,42,250,10500,Monday,5,Jan-2022,395
31/01/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,8,480,3840,Monday,5,Jan-2022,395
31/01/2022,Star Kabab - Purana Paltan,Kabab Roll,64,150,9600,Monday,5,Jan-2022,395
31/01/2022,Star Kabab - Purana Paltan,Chicken Boti,48,200,9600,Monday,5,Jan-2022,395
01/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,35,320,11200,Tuesday,5,Feb-2022,396
01/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,35,250,8750,Tuesday,5,Feb-2022,396
01/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,15,480,7200,Tuesday,5,Feb-2022,396
01/02/2022,Star Kabab - Purana Paltan,Kabab Roll,64,150,9600,Tuesday,5,Feb-2022,396
01/02/2022,Star Kabab - Purana Paltan,Chicken Boti,39,200,7800,Tuesday,5,Feb-2022,396
02/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,38,320,12160,Wednesday,5,Feb-2022,397
02/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,26,250,6500,Wednesday,5,Feb-2022,397
02/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,29,480,13920,Wednesday,5,Feb-2022,397
02/02/2022,Star Kabab - Purana Paltan,Kabab Roll,18,150,2700,Wednesday,5,Feb-2022,397
02/02/2022,Star Kabab - Purana Paltan,Chicken Boti,43,200,8600,Wednesday,5,Feb-2022,397
03/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,6,320,1920,Thursday,5,Feb-2022,398
03/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,39,250,9750,Thursday,5,Feb-2022,398
03/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,14,480,6720,Thursday,5,Feb-2022,398
03/02/2022,Star Kabab - Purana Paltan,Kabab Roll,64,150,9600,Thursday,5,Feb-2022,398
03/02/2022,Star Kabab - Purana Paltan,Chicken Boti,37,200,7400,Thursday,5,Feb-2022,398
04/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,108,320,34560,Friday,5,Feb-2022,399
04/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,90,250,22500,Friday,5,Feb-2022,399
04/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,28,480,13440,Friday,5,Feb-2022,399
04/02/2022,Star Kabab - Purana Paltan,Kabab Roll,132,150,19800,Friday,5,Feb-2022,399
04/02/2022,Star Kabab - Purana Paltan,Chicken Boti,93,200,18600,Friday,5,Feb-2022,399
05/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,67,320,21440,Saturday,5,Feb-2022,400
05/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,41,250,10250,Saturday,5,Feb-2022,400
05/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,29,480,13920,Saturday,5,Feb-2022,400
05/02/2022,Star Kabab - Purana Paltan,Kabab Roll,95,150,14250,Saturday,5,Feb-2022,400
05/02/2022,Star Kabab - Purana Paltan,Chicken Boti,95,200,19000,Saturday,5,Feb-2022,400
06/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,31,320,9920,Sunday,5,Feb-2022,401
06/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,39,250,9750,Sunday,5,Feb-2022,401
06/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,13,480,6240,Sunday,5,Feb-2022,401
06/02/2022,Star Kabab - Purana Paltan,Kabab Roll,71,150,10650,Sunday,5,Feb-2022,401
06/02/2022,Star Kabab - Purana Paltan,Chicken Boti,54,200,10800,Sunday,5,Feb-2022,401
07/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,46,320,14720,Monday,6,Feb-2022,402
07/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,40,250,10000,Monday,6,Feb-2022,402
07/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,18,480,8640,Monday,6,Feb-2022,402
07/02/2022,Star Kabab - Purana Paltan,Kabab Roll,66,150,9900,Monday,6,Feb-2022,402
07/02/2022,Star Kabab - Purana Paltan,Chicken Boti,52,200,10400,Monday,6,Feb-2022,402
08/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,37,320,11840,Tuesday,6,Feb-2022,403
08/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,30,250,7500,Tuesday,6,Feb-2022,403
08/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,27,480,12960,Tuesday,6,Feb-2022,403
08/02/2022,Star Kabab - Purana Paltan,Kabab Roll,49,150,7350,Tuesday,6,Feb-2022,403
08/02/2022,Star Kabab - Purana Paltan,Chicken Boti,55,200,11000,Tuesday,6,Feb-2022,403
09/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,34,320,10880,Wednesday,6,Feb-2022,404
09/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,30,250,7500,Wednesday,6,Feb-2022,404
09/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,25,480,12000,Wednesday,6,Feb-2022,404
09/02/2022,Star Kabab - Purana Paltan,Kabab Roll,89,150,13350,Wednesday,6,Feb-2022,404
09/02/2022,Star Kabab - Purana Paltan,Chicken Boti,50,200,10000,Wednesday,6,Feb-2022,404
10/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,42,320,13440,Thursday,6,Feb-2022,405
10/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,44,250,11000,Thursday,6,Feb-2022,405
10/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,16,480,7680,Thursday,6,Feb-2022,405
10/02/2022,Star Kabab - Purana Paltan,Kabab Roll,61,150,9150,Thursday,6,Feb-2022,405
10/02/2022,Star Kabab - Purana Paltan,Chicken Boti,41,200,8200,Thursday,6,Feb-2022,405
11/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,42,320,13440,Friday,6,Feb-2022,406
11/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,92,250,23000,Friday,6,Feb-2022,406
11/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,32,480,15360,Friday,6,Feb-2022,406
11/02/2022,Star Kabab - Purana Paltan,Kabab Roll,80,150,12000,Friday,6,Feb-2022,406
11/02/2022,Star Kabab - Purana Paltan,Chicken Boti,72,200,14400,Friday,6,Feb-2022,406
12/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,46,320,14720,Saturday,6,Feb-2022,407
12/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,51,250,12750,Saturday,6,Feb-2022,407
12/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,7,480,3360,Saturday,6,Feb-2022,407
12/02/2022,Star Kabab - Purana Paltan,Kabab Roll,94,150,14100,Saturday,6,Feb-2022,407
12/02/2022,Star Kabab - Purana Paltan,Chicken Boti,38,200,7600,Saturday,6,Feb-2022,407
13/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,19,320,6080,Sunday,6,Feb-2022,408
13/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,50,250,12500,Sunday,6,Feb-2022,408
13/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,25,480,12000,Sunday,6,Feb-2022,408
13/02/2022,Star Kabab - Purana Paltan,Kabab Roll,37,150,5550,Sunday,6,Feb-2022,408
13/02/2022,Star Kabab - Purana Paltan,Chicken Boti,63,200,12600,Sunday,6,Feb-2022,408
14/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,48,320,15360,Monday,7,Feb-2022,409
14/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,36,250,9000,Monday,7,Feb-2022,409
14/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,20,480,9600,Monday,7,Feb-2022,409
14/02/2022,Star Kabab - Purana Paltan,Kabab Roll,42,150,6300,Monday,7,Feb-2022,409
14/02/2022,Star Kabab - Purana Paltan,Chicken Boti,42,200,8400,Monday,7,Feb-2022,409
15/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,69,320,22080,Tuesday,7,Feb-2022,410
15/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,36,250,9000,Tuesday,7,Feb-2022,410
15/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,17,480,8160,Tuesday,7,Feb-2022,410
15/02/2022,Star Kabab - Purana Paltan,Kabab Roll,66,150,9900,Tuesday,7,Feb-2022,410
15/02/2022,Star Kabab - Purana Paltan,Chicken Boti,51,200,10200,Tuesday,7,Feb-2022,410
16/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,30,320,9600,Wednesday,7,Feb-2022,411
16/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,33,250,8250,Wednesday,7,Feb-2022,411
16/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,14,480,6720,Wednesday,7,Feb-2022,411
16/02/2022,Star Kabab - Purana Paltan,Kabab Roll,88,150,13200,Wednesday,7,Feb-2022,411
16/02/2022,Star Kabab - Purana Paltan,Chicken Boti,55,200,11000,Wednesday,7,Feb-2022,411
17/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,30,320,9600,Thursday,7,Feb-2022,412
17/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,37,250,9250,Thursday,7,Feb-2022,412
17/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,30,480,14400,Thursday,7,Feb-2022,412
17/02/2022,Star Kabab - Purana Paltan,Kabab Roll,63,150,9450,Thursday,7,Feb-2022,412
17/02/2022,Star Kabab - Purana Paltan,Chicken Boti,48,200,9600,Thursday,7,Feb-2022,412
18/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,78,320,24960,Friday,7,Feb-2022,413
18/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,45,250,11250,Friday,7,Feb-2022,413
18/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,41,480,19680,Friday,7,Feb-2022,413
18/02/2022,Star Kabab - Purana Paltan,Kabab Roll,64,150,9600,Friday,7,Feb-2022,413
18/02/2022,Star Kabab - Purana Paltan,Chicken Boti,90,200,18000,Friday,7,Feb-2022,413
19/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,89,320,28480,Saturday,7,Feb-2022,414
19/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,53,250,13250,Saturday,7,Feb-2022,414
19/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,37,480,17760,Saturday,7,Feb-2022,414
19/02/2022,Star Kabab - Purana Paltan,Kabab Roll,72,150,10800,Saturday,7,Feb-2022,414
19/02/2022,Star Kabab - Purana Paltan,Chicken Boti,79,200,15800,Saturday,7,Feb-2022,414
20/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,31,320,9920,Sunday,7,Feb-2022,415
20/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,11,250,2750,Sunday,7,Feb-2022,415
20/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,22,480,10560,Sunday,7,Feb-2022,415
20/02/2022,Star Kabab - Purana Paltan,Kabab Roll,69,150,10350,Sunday,7,Feb-2022,415
20/02/2022,Star Kabab - Purana Paltan,Chicken Boti,43,200,8600,Sunday,7,Feb-2022,415
21/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,34,320,10880,Monday,8,Feb-2022,416
21/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,36,250,9000,Monday,8,Feb-2022,416
21/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,24,480,11520,Monday,8,Feb-2022,416
21/02/2022,Star Kabab - Purana Paltan,Kabab Roll,83,150,12450,Monday,8,Feb-2022,416
21/02/2022,Star Kabab - Purana Paltan,Chicken Boti,60,200,12000,Monday,8,Feb-2022,416
22/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,50,320,16000,Tuesday,8,Feb-2022,417
22/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,29,250,7250,Tuesday,8,Feb-2022,417
22/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,18,480,8640,Tuesday,8,Feb-2022,417
22/02/2022,Star Kabab - Purana Paltan,Kabab Roll,17,150,2550,Tuesday,8,Feb-2022,417
22/02/2022,Star Kabab - Purana Paltan,Chicken Boti,46,200,9200,Tuesday,8,Feb-2022,417
23/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,45,320,14400,Wednesday,8,Feb-2022,418
23/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,55,250,13750,Wednesday,8,Feb-2022,418
23/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,4,480,1920,Wednesday,8,Feb-2022,418
23/02/2022,Star Kabab - Purana Paltan,Kabab Roll,53,150,7950,Wednesday,8,Feb-2022,418
23/02/2022,Star Kabab - Purana Paltan,Chicken Boti,29,200,5800,Wednesday,8,Feb-2022,418
24/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,41,320,13120,Thursday,8,Feb-2022,419
24/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,29,250,7250,Thursday,8,Feb-2022,419
24/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,35,480,16800,Thursday,8,Feb-2022,419
24/02/2022,Star Kabab - Purana Paltan,Kabab Roll,81,150,12150,Thursday,8,Feb-2022,419
24/02/2022,Star Kabab - Purana Paltan,Chicken Boti,50,200,10000,Thursday,8,Feb-2022,419
25/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,75,320,24000,Friday,8,Feb-2022,420
25/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,22,250,5500,Friday,8,Feb-2022,420
25/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,36,480,17280,Friday,8,Feb-2022,420
25/02/2022,Star Kabab - Purana Paltan,Kabab Roll,88,150,13200,Friday,8,Feb-2022,420
25/02/2022,Star Kabab - Purana Paltan,Chicken Boti,97,200,19400,Friday,8,Feb-2022,420
26/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,51,320,16320,Saturday,8,Feb-2022,421
26/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,39,250,9750,Saturday,8,Feb-2022,421
26/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,42,480,20160,Saturday,8,Feb-2022,421
26/02/2022,Star Kabab - Purana Paltan,Kabab Roll,71,150,10650,Saturday,8,Feb-2022,421
26/02/2022,Star Kabab - Purana Paltan,Chicken Boti,76,200,15200,Saturday,8,Feb-2022,421
27/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,50,320,16000,Sunday,8,Feb-2022,422
27/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,58,250,14500,Sunday,8,Feb-2022,422
27/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,22,480,10560,Sunday,8,Feb-2022,422
27/02/2022,Star Kabab - Purana Paltan,Kabab Roll,63,150,9450,Sunday,8,Feb-2022,422
27/02/2022,Star Kabab - Purana Paltan,Chicken Boti,61,200,12200,Sunday,8,Feb-2022,422
28/02/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,57,320,18240,Monday,9,Feb-2022,423
28/02/2022,Star Kabab - Purana Paltan,Chicken Tikka,28,250,7000,Monday,9,Feb-2022,423
28/02/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,22,480,10560,Monday,9,Feb-2022,423
28/02/2022,Star Kabab - Purana Paltan,Kabab Roll,82,150,12300,Monday,9,Feb-2022,423
28/02/2022,Star Kabab - Purana Paltan,Chicken Boti,28,200,5600,Monday,9,Feb-2022,423
01/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,50,320,16000,Tuesday,9,Mar-2022,424
01/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,2,250,500,Tuesday,9,Mar-2022,424
01/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,21,480,10080,Tuesday,9,Mar-2022,424
01/03/2022,Star Kabab - Purana Paltan,Kabab Roll,50,150,7500,Tuesday,9,Mar-2022,424
01/03/2022,Star Kabab - Purana Paltan,Chicken Boti,55,200,11000,Tuesday,9,Mar-2022,424
02/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,46,320,14720,Wednesday,9,Mar-2022,425
02/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,37,250,9250,Wednesday,9,Mar-2022,425
02/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,27,480,12960,Wednesday,9,Mar-2022,425
02/03/2022,Star Kabab - Purana Paltan,Kabab Roll,49,150,7350,Wednesday,9,Mar-2022,425
02/03/2022,Star Kabab - Purana Paltan,Chicken Boti,34,200,6800,Wednesday,9,Mar-2022,425
03/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,23,320,7360,Thursday,9,Mar-2022,426
03/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,38,250,9500,Thursday,9,Mar-2022,426
03/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,34,480,16320,Thursday,9,Mar-2022,426
03/03/2022,Star Kabab - Purana Paltan,Kabab Roll,70,150,10500,Thursday,9,Mar-2022,426
03/03/2022,Star Kabab - Purana Paltan,Chicken Boti,50,200,10000,Thursday,9,Mar-2022,426
04/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,31,320,9920,Friday,9,Mar-2022,427
04/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,83,250,20750,Friday,9,Mar-2022,427
04/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,51,480,24480,Friday,9,Mar-2022,427
04/03/2022,Star Kabab - Purana Paltan,Kabab Roll,84,150,12600,Friday,9,Mar-2022,427
04/03/2022,Star Kabab - Purana Paltan,Chicken Boti,56,200,11200,Friday,9,Mar-2022,427
05/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,37,320,11840,Saturday,9,Mar-2022,428
05/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,31,250,7750,Saturday,9,Mar-2022,428
05/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,35,480,16800,Saturday,9,Mar-2022,428
05/03/2022,Star Kabab - Purana Paltan,Kabab Roll,111,150,16650,Saturday,9,Mar-2022,428
05/03/2022,Star Kabab - Purana Paltan,Chicken Boti,79,200,15800,Saturday,9,Mar-2022,428
06/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,62,320,19840,Sunday,9,Mar-2022,429
06/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,37,250,9250,Sunday,9,Mar-2022,429
06/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,19,480,9120,Sunday,9,Mar-2022,429
06/03/2022,Star Kabab - Purana Paltan,Kabab Roll,53,150,7950,Sunday,9,Mar-2022,429
06/03/2022,Star Kabab - Purana Paltan,Chicken Boti,47,200,9400,Sunday,9,Mar-2022,429
07/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,69,320,22080,Monday,10,Mar-2022,430
07/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,44,250,11000,Monday,10,Mar-2022,430
07/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,26,480,12480,Monday,10,Mar-2022,430
07/03/2022,Star Kabab - Purana Paltan,Kabab Roll,85,150,12750,Monday,10,Mar-2022,430
07/03/2022,Star Kabab - Purana Paltan,Chicken Boti,38,200,7600,Monday,10,Mar-2022,430
08/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,71,320,22720,Tuesday,10,Mar-2022,431
08/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,27,250,6750,Tuesday,10,Mar-2022,431
08/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,26,480,12480,Tuesday,10,Mar-2022,431
08/03/2022,Star Kabab - Purana Paltan,Kabab Roll,84,150,12600,Tuesday,10,Mar-2022,431
08/03/2022,Star Kabab - Purana Paltan,Chicken Boti,51,200,10200,Tuesday,10,Mar-2022,431
09/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,50,320,16000,Wednesday,10,Mar-2022,432
09/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,33,250,8250,Wednesday,10,Mar-2022,432
09/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,19,480,9120,Wednesday,10,Mar-2022,432
09/03/2022,Star Kabab - Purana Paltan,Kabab Roll,63,150,9450,Wednesday,10,Mar-2022,432
09/03/2022,Star Kabab - Purana Paltan,Chicken Boti,44,200,8800,Wednesday,10,Mar-2022,432
10/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,42,320,13440,Thursday,10,Mar-2022,433
10/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,41,250,10250,Thursday,10,Mar-2022,433
10/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,25,480,12000,Thursday,10,Mar-2022,433
10/03/2022,Star Kabab - Purana Paltan,Kabab Roll,62,150,9300,Thursday,10,Mar-2022,433
10/03/2022,Star Kabab - Purana Paltan,Chicken Boti,33,200,6600,Thursday,10,Mar-2022,433
11/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,71,320,22720,Friday,10,Mar-2022,434
11/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,51,250,12750,Friday,10,Mar-2022,434
11/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,40,480,19200,Friday,10,Mar-2022,434
11/03/2022,Star Kabab - Purana Paltan,Kabab Roll,120,150,18000,Friday,10,Mar-2022,434
11/03/2022,Star Kabab - Purana Paltan,Chicken Boti,93,200,18600,Friday,10,Mar-2022,434
12/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,67,320,21440,Saturday,10,Mar-2022,435
12/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,63,250,15750,Saturday,10,Mar-2022,435
12/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,26,480,12480,Saturday,10,Mar-2022,435
12/03/2022,Star Kabab - Purana Paltan,Kabab Roll,128,150,19200,Saturday,10,Mar-2022,435
12/03/2022,Star Kabab - Purana Paltan,Chicken Boti,96,200,19200,Saturday,10,Mar-2022,435
13/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,34,320,10880,Sunday,10,Mar-2022,436
13/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,36,250,9000,Sunday,10,Mar-2022,436
13/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,24,480,11520,Sunday,10,Mar-2022,436
13/03/2022,Star Kabab - Purana Paltan,Kabab Roll,66,150,9900,Sunday,10,Mar-2022,436
13/03/2022,Star Kabab - Purana Paltan,Chicken Boti,49,200,9800,Sunday,10,Mar-2022,436
14/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,30,320,9600,Monday,11,Mar-2022,437
14/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,49,250,12250,Monday,11,Mar-2022,437
14/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,24,480,11520,Monday,11,Mar-2022,437
14/03/2022,Star Kabab - Purana Paltan,Kabab Roll,54,150,8100,Monday,11,Mar-2022,437
14/03/2022,Star Kabab - Purana Paltan,Chicken Boti,43,200,8600,Monday,11,Mar-2022,437
15/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,31,320,9920,Tuesday,11,Mar-2022,438
15/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,21,250,5250,Tuesday,11,Mar-2022,438
15/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,22,480,10560,Tuesday,11,Mar-2022,438
15/03/2022,Star Kabab - Purana Paltan,Kabab Roll,85,150,12750,Tuesday,11,Mar-2022,438
15/03/2022,Star Kabab - Purana Paltan,Chicken Boti,62,200,12400,Tuesday,11,Mar-2022,438
16/03/2022,Star Kabab - Purana Paltan,Beef Shami Kabab,46,320,14720,Wednesday,11,Mar-2022,439
16/03/2022,Star Kabab - Purana Paltan,Chicken Tikka,48,250,12000,Wednesday,11,Mar-2022,439
16/03/2022,Star Kabab - Purana Paltan,Mixed Grill Platter,22,480,10560,Wednesday,11,Mar-2022,439
