RecordDate,DishName,PortionsSold,RecipeYield_g,SalePrice_BDT,FoodCost_BDT,GrossProfit_BDT,DayType,day_idx
2023-09-13,Mutton Korma,22,280,420,126.0,6468.0,Weekday,620
2023-09-14,Mutton Biryani,35,450,550,165.0,13475.0,Weekday,621
2023-09-14,Hilsha Fry,16,380,480,144.0,5376.0,Weekday,621
2023-09-14,Dal Makhani,21,320,180,54.0,2646.0,Weekday,621
2023-09-14,Mughlai Paratha,31,500,120,36.0,2604.0,Weekday,621
2023-09-14,Mutton Korma,18,280,420,126.0,5292.0,Weekday,621
2023-09-15,Mutton Biryani,39,450,550,165.0,15015.0,Weekend,622
2023-09-15,Hilsha Fry,29,380,480,144.0,9744.0,Weekend,622
2023-09-15,Dal Makhani,32,320,180,54.0,4032.0,Weekend,622
2023-09-15,Mughlai Paratha,79,500,120,36.0,6636.0,Weekend,622
2023-09-15,Mutton Korma,35,280,420,126.0,10290.0,Weekend,622
2023-09-16,Mutton Biryani,39,450,550,165.0,15015.0,Weekend,623
2023-09-16,Hilsha Fry,28,380,480,144.0,9408.0,Weekend,623
2023-09-16,Dal Makhani,29,320,180,54.0,3654.0,Weekend,623
2023-09-16,Mughlai Paratha,64,500,120,36.0,5376.0,Weekend,623
2023-09-16,Mutton Korma,20,280,420,126.0,5880.0,Weekend,623
2023-09-17,Mutton Biryani,20,450,550,165.0,7700.0,Weekend,624
2023-09-17,Hilsha Fry,19,380,480,144.0,6384.0,Weekend,624
2023-09-17,Dal Makhani,23,320,180,54.0,2898.0,Weekend,624
2023-09-17,Mughlai Paratha,33,500,120,36.0,2772.0,Weekend,624
2023-09-17,Mutton Korma,16,280,420,126.0,4704.0,Weekend,624
2023-09-18,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,625
2023-09-18,Hilsha Fry,25,380,480,144.0,8400.0,Weekday,625
2023-09-18,Dal Makhani,25,320,180,54.0,3150.0,Weekday,625
2023-09-18,Mughlai Paratha,16,500,120,36.0,1344.0,Weekday,625
2023-09-18,Mutton Korma,22,280,420,126.0,6468.0,Weekday,625
2023-09-19,Mutton Biryani,31,450,550,165.0,11935.0,Weekday,626
2023-09-19,Hilsha Fry,21,380,480,144.0,7056.0,Weekday,626
2023-09-19,Dal Makhani,19,320,180,54.0,2394.0,Weekday,626
2023-09-19,Mughlai Paratha,38,500,120,36.0,3192.0,Weekday,626
2023-09-19,Mutton Korma,24,280,420,126.0,7056.0,Weekday,626
2023-09-20,Mutton Biryani,27,450,550,165.0,10395.0,Weekday,627
2023-09-20,Hilsha Fry,16,380,480,144.0,5376.0,Weekday,627
2023-09-20,Dal Makhani,21,320,180,54.0,2646.0,Weekday,627
2023-09-20,Mughlai Paratha,41,500,120,36.0,3444.0,Weekday,627
2023-09-20,Mutton Korma,15,280,420,126.0,4410.0,Weekday,627
2023-09-21,Mutton Biryani,31,450,550,165.0,11935.0,Weekday,628
2023-09-21,Hilsha Fry,14,380,480,144.0,4704.0,Weekday,628
2023-09-21,Dal Makhani,22,320,180,54.0,2772.0,Weekday,628
2023-09-21,Mughlai Paratha,30,500,120,36.0,2520.0,Weekday,628
2023-09-21,Mutton Korma,19,280,420,126.0,5586.0,Weekday,628
2023-09-22,Mutton Biryani,31,450,550,165.0,11935.0,Weekend,629
2023-09-22,Hilsha Fry,24,380,480,144.0,8064.0,Weekend,629
2023-09-22,Dal Makhani,33,320,180,54.0,4158.0,Weekend,629
2023-09-22,Mughlai Paratha,40,500,120,36.0,3360.0,Weekend,629
2023-09-22,Mutton Korma,23,280,420,126.0,6762.0,Weekend,629
2023-09-23,Mutton Biryani,45,450,550,165.0,17325.0,Weekend,630
2023-09-23,Hilsha Fry,26,380,480,144.0,8736.0,Weekend,630
2023-09-23,Dal Makhani,29,320,180,54.0,3654.0,Weekend,630
2023-09-23,Mughlai Paratha,48,500,120,36.0,4032.0,Weekend,630
2023-09-23,Mutton Korma,23,280,420,126.0,6762.0,Weekend,630
2023-09-24,Mutton Biryani,29,450,550,165.0,11165.0,Weekend,631
2023-09-24,Hilsha Fry,18,380,480,144.0,6048.0,Weekend,631
2023-09-24,Dal Makhani,18,320,180,54.0,2268.0,Weekend,631
2023-09-24,Mughlai Paratha,33,500,120,36.0,2772.0,Weekend,631
2023-09-24,Mutton Korma,19,280,420,126.0,5586.0,Weekend,631
2023-09-25,Mutton Biryani,27,450,550,165.0,10395.0,Weekday,632
2023-09-25,Hilsha Fry,12,380,480,144.0,4032.0,Weekday,632
2023-09-25,Dal Makhani,25,320,180,54.0,3150.0,Weekday,632
2023-09-25,Mughlai Paratha,33,500,120,36.0,2772.0,Weekday,632
2023-09-25,Mutton Korma,21,280,420,126.0,6174.0,Weekday,632
2023-09-26,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,633
2023-09-26,Hilsha Fry,12,380,480,144.0,4032.0,Weekday,633
2023-09-26,Dal Makhani,14,320,180,54.0,1764.0,Weekday,633
2023-09-26,Mughlai Paratha,19,500,120,36.0,1596.0,Weekday,633
2023-09-26,Mutton Korma,15,280,420,126.0,4410.0,Weekday,633
2023-09-27,Mutton Biryani,28,450,550,165.0,10780.0,Weekday,634
2023-09-27,Hilsha Fry,23,380,480,144.0,7728.0,Weekday,634
2023-09-27,Dal Makhani,21,320,180,54.0,2646.0,Weekday,634
2023-09-27,Mughlai Paratha,25,500,120,36.0,2100.0,Weekday,634
2023-09-27,Mutton Korma,20,280,420,126.0,5880.0,Weekday,634
2023-09-28,Mutton Biryani,25,450,550,165.0,9625.0,Weekday,635
2023-09-28,Hilsha Fry,19,380,480,144.0,6384.0,Weekday,635
2023-09-28,Dal Makhani,16,320,180,54.0,2016.0,Weekday,635
2023-09-28,Mughlai Paratha,35,500,120,36.0,2940.0,Weekday,635
2023-09-28,Mutton Korma,16,280,420,126.0,4704.0,Weekday,635
2023-09-29,Mutton Biryani,48,450,550,165.0,18480.0,Weekend,636
2023-09-29,Hilsha Fry,23,380,480,144.0,7728.0,Weekend,636
2023-09-29,Dal Makhani,35,320,180,54.0,4410.0,Weekend,636
2023-09-29,Mughlai Paratha,58,500,120,36.0,4872.0,Weekend,636
2023-09-29,Mutton Korma,38,280,420,126.0,11172.0,Weekend,636
2023-09-30,Mutton Biryani,32,450,550,165.0,12320.0,Weekend,637
2023-09-30,Hilsha Fry,21,380,480,144.0,7056.0,Weekend,637
2023-09-30,Dal Makhani,22,320,180,54.0,2772.0,Weekend,637
2023-09-30,Mughlai Paratha,29,500,120,36.0,2436.0,Weekend,637
2023-09-30,Mutton Korma,27,280,420,126.0,7938.0,Weekend,637
2023-10-01,Mutton Biryani,29,450,550,165.0,11165.0,Weekend,638
2023-10-01,Hilsha Fry,21,380,480,144.0,7056.0,Weekend,638
2023-10-01,Dal Makhani,23,320,180,54.0,2898.0,Weekend,638
2023-10-01,Mughlai Paratha,54,500,120,36.0,4536.0,Weekend,638
2023-10-01,Mutton Korma,25,280,420,126.0,7350.0,Weekend,638
2023-10-02,Mutton Biryani,30,450,550,165.0,11550.0,Weekday,639
2023-10-02,Hilsha Fry,19,380,480,144.0,6384.0,Weekday,639
2023-10-02,Dal Makhani,25,320,180,54.0,3150.0,Weekday,639
2023-10-02,Mughlai Paratha,26,500,120,36.0,2184.0,Weekday,639
2023-10-02,Mutton Korma,20,280,420,126.0,5880.0,Weekday,639
2023-10-03,Mutton Biryani,24,450,550,165.0,9240.0,Weekday,640
2023-10-03,Hilsha Fry,17,380,480,144.0,5712.0,Weekday,640
2023-10-03,Dal Makhani,21,320,180,54.0,2646.0,Weekday,640
2023-10-03,Mughlai Paratha,37,500,120,36.0,3108.0,Weekday,640
2023-10-03,Mutton Korma,16,280,420,126.0,4704.0,Weekday,640
2023-10-04,Mutton Biryani,21,450,550,165.0,8085.0,Weekday,641
2023-10-04,Hilsha Fry,14,380,480,144.0,4704.0,Weekday,641
2023-10-04,Dal Makhani,26,320,180,54.0,3276.0,Weekday,641
2023-10-04,Mughlai Paratha,31,500,120,36.0,2604.0,Weekday,641
2023-10-04,Mutton Korma,15,280,420,126.0,4410.0,Weekday,641
2023-10-05,Mutton Biryani,32,450,550,165.0,12320.0,Weekday,642
2023-10-05,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,642
2023-10-05,Dal Makhani,22,320,180,54.0,2772.0,Weekday,642
2023-10-05,Mughlai Paratha,35,500,120,36.0,2940.0,Weekday,642
2023-10-05,Mutton Korma,12,280,420,126.0,3528.0,Weekday,642
2023-10-06,Mutton Biryani,33,450,550,165.0,12705.0,Weekend,643
2023-10-06,Hilsha Fry,19,380,480,144.0,6384.0,Weekend,643
2023-10-06,Dal Makhani,26,320,180,54.0,3276.0,Weekend,643
2023-10-06,Mughlai Paratha,55,500,120,36.0,4620.0,Weekend,643
2023-10-06,Mutton Korma,46,280,420,126.0,13524.0,Weekend,643
2023-10-07,Mutton Biryani,44,450,550,165.0,16940.0,Weekend,644
2023-10-07,Hilsha Fry,31,380,480,144.0,10416.0,Weekend,644
2023-10-07,Dal Makhani,21,320,180,54.0,2646.0,Weekend,644
2023-10-07,Mughlai Paratha,57,500,120,36.0,4788.0,Weekend,644
2023-10-07,Mutton Korma,25,280,420,126.0,7350.0,Weekend,644
2023-10-08,Mutton Biryani,20,450,550,165.0,7700.0,Weekend,645
2023-10-08,Hilsha Fry,15,380,480,144.0,5040.0,Weekend,645
2023-10-08,Dal Makhani,25,320,180,54.0,3150.0,Weekend,645
2023-10-08,Mughlai Paratha,58,500,120,36.0,4872.0,Weekend,645
2023-10-08,Mutton Korma,19,280,420,126.0,5586.0,Weekend,645
2023-10-09,Mutton Biryani,25,450,550,165.0,9625.0,Weekday,646
2023-10-09,Hilsha Fry,21,380,480,144.0,7056.0,Weekday,646
2023-10-09,Dal Makhani,18,320,180,54.0,2268.0,Weekday,646
2023-10-09,Mughlai Paratha,42,500,120,36.0,3528.0,Weekday,646
2023-10-09,Mutton Korma,24,280,420,126.0,7056.0,Weekday,646
2023-10-10,Mutton Biryani,34,450,550,165.0,13090.0,Weekday,647
2023-10-10,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,647
2023-10-10,Dal Makhani,20,320,180,54.0,2520.0,Weekday,647
2023-10-10,Mughlai Paratha,23,500,120,36.0,1932.0,Weekday,647
2023-10-10,Mutton Korma,27,280,420,126.0,7938.0,Weekday,647
2023-10-11,Mutton Biryani,12,450,550,165.0,4620.0,Weekday,648
2023-10-11,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,648
2023-10-11,Dal Makhani,23,320,180,54.0,2898.0,Weekday,648
2023-10-11,Mughlai Paratha,33,500,120,36.0,2772.0,Weekday,648
2023-10-11,Mutton Korma,24,280,420,126.0,7056.0,Weekday,648
2023-10-12,Mutton Biryani,39,450,550,165.0,15015.0,Weekday,649
2023-10-12,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,649
2023-10-12,Dal Makhani,26,320,180,54.0,3276.0,Weekday,649
2023-10-12,Mughlai Paratha,41,500,120,36.0,3444.0,Weekday,649
2023-10-12,Mutton Korma,19,280,420,126.0,5586.0,Weekday,649
2023-10-13,Mutton Biryani,42,450,550,165.0,16170.0,Weekend,650
2023-10-13,Hilsha Fry,28,380,480,144.0,9408.0,Weekend,650
2023-10-13,Dal Makhani,29,320,180,54.0,3654.0,Weekend,650
2023-10-13,Mughlai Paratha,62,500,120,36.0,5208.0,Weekend,650
2023-10-13,Mutton Korma,35,280,420,126.0,10290.0,Weekend,650
2023-10-14,Mutton Biryani,34,450,550,165.0,13090.0,Weekend,651
2023-10-14,Hilsha Fry,30,380,480,144.0,10080.0,Weekend,651
2023-10-14,Dal Makhani,20,320,180,54.0,2520.0,Weekend,651
2023-10-14,Mughlai Paratha,34,500,120,36.0,2856.0,Weekend,651
2023-10-14,Mutton Korma,35,280,420,126.0,10290.0,Weekend,651
2023-10-15,Mutton Biryani,20,450,550,165.0,7700.0,Weekend,652
2023-10-15,Hilsha Fry,21,380,480,144.0,7056.0,Weekend,652
2023-10-15,Dal Makhani,17,320,180,54.0,2142.0,Weekend,652
2023-10-15,Mughlai Paratha,39,500,120,36.0,3276.0,Weekend,652
2023-10-15,Mutton Korma,20,280,420,126.0,5880.0,Weekend,652
2023-10-16,Mutton Biryani,25,450,550,165.0,9625.0,Weekday,653
2023-10-16,Hilsha Fry,17,380,480,144.0,5712.0,Weekday,653
2023-10-16,Dal Makhani,20,320,180,54.0,2520.0,Weekday,653
2023-10-16,Mughlai Paratha,22,500,120,36.0,1848.0,Weekday,653
2023-10-16,Mutton Korma,22,280,420,126.0,6468.0,Weekday,653
2023-10-17,Mutton Biryani,21,450,550,165.0,8085.0,Weekday,654
2023-10-17,Hilsha Fry,22,380,480,144.0,7392.0,Weekday,654
2023-10-17,Dal Makhani,26,320,180,54.0,3276.0,Weekday,654
2023-10-17,Mughlai Paratha,27,500,120,36.0,2268.0,Weekday,654
2023-10-17,Mutton Korma,24,280,420,126.0,7056.0,Weekday,654
2023-10-18,Mutton Biryani,25,450,550,165.0,9625.0,Weekday,655
2023-10-18,Hilsha Fry,9,380,480,144.0,3024.0,Weekday,655
2023-10-18,Dal Makhani,25,320,180,54.0,3150.0,Weekday,655
2023-10-18,Mughlai Paratha,31,500,120,36.0,2604.0,Weekday,655
2023-10-18,Mutton Korma,16,280,420,126.0,4704.0,Weekday,655
2023-10-19,Mutton Biryani,28,450,550,165.0,10780.0,Weekday,656
2023-10-19,Hilsha Fry,21,380,480,144.0,7056.0,Weekday,656
2023-10-19,Dal Makhani,21,320,180,54.0,2646.0,Weekday,656
2023-10-19,Mughlai Paratha,36,500,120,36.0,3024.0,Weekday,656
2023-10-19,Mutton Korma,11,280,420,126.0,3234.0,Weekday,656
2023-10-20,Mutton Biryani,39,450,550,165.0,15015.0,Weekend,657
2023-10-20,Hilsha Fry,24,380,480,144.0,8064.0,Weekend,657
2023-10-20,Dal Makhani,32,320,180,54.0,4032.0,Weekend,657
2023-10-20,Mughlai Paratha,64,500,120,36.0,5376.0,Weekend,657
2023-10-20,Mutton Korma,33,280,420,126.0,9702.0,Weekend,657
2023-10-21,Mutton Biryani,43,450,550,165.0,16555.0,Weekend,658
2023-10-21,Hilsha Fry,18,380,480,144.0,6048.0,Weekend,658
2023-10-21,Dal Makhani,22,320,180,54.0,2772.0,Weekend,658
2023-10-21,Mughlai Paratha,54,500,120,36.0,4536.0,Weekend,658
2023-10-21,Mutton Korma,22,280,420,126.0,6468.0,Weekend,658
2023-10-22,Mutton Biryani,33,450,550,165.0,12705.0,Weekend,659
2023-10-22,Hilsha Fry,12,380,480,144.0,4032.0,Weekend,659
2023-10-22,Dal Makhani,23,320,180,54.0,2898.0,Weekend,659
2023-10-22,Mughlai Paratha,36,500,120,36.0,3024.0,Weekend,659
2023-10-22,Mutton Korma,8,280,420,126.0,2352.0,Weekend,659
2023-10-23,Mutton Biryani,26,450,550,165.0,10010.0,Weekday,660
2023-10-23,Hilsha Fry,22,380,480,144.0,7392.0,Weekday,660
2023-10-23,Dal Makhani,22,320,180,54.0,2772.0,Weekday,660
2023-10-23,Mughlai Paratha,37,500,120,36.0,3108.0,Weekday,660
2023-10-23,Mutton Korma,20,280,420,126.0,5880.0,Weekday,660
2023-10-24,Mutton Biryani,25,450,550,165.0,9625.0,Weekday,661
2023-10-24,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,661
2023-10-24,Dal Makhani,17,320,180,54.0,2142.0,Weekday,661
2023-10-24,Mughlai Paratha,40,500,120,36.0,3360.0,Weekday,661
2023-10-24,Mutton Korma,19,280,420,126.0,5586.0,Weekday,661
2023-10-25,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,662
2023-10-25,Hilsha Fry,14,380,480,144.0,4704.0,Weekday,662
2023-10-25,Dal Makhani,21,320,180,54.0,2646.0,Weekday,662
2023-10-25,Mughlai Paratha,34,500,120,36.0,2856.0,Weekday,662
2023-10-25,Mutton Korma,14,280,420,126.0,4116.0,Weekday,662
2023-10-26,Mutton Biryani,22,450,550,165.0,8470.0,Weekday,663
2023-10-26,Hilsha Fry,27,380,480,144.0,9072.0,Weekday,663
2023-10-26,Dal Makhani,24,320,180,54.0,3024.0,Weekday,663
2023-10-26,Mughlai Paratha,30,500,120,36.0,2520.0,Weekday,663
2023-10-26,Mutton Korma,16,280,420,126.0,4704.0,Weekday,663
2023-10-27,Mutton Biryani,32,450,550,165.0,12320.0,Weekend,664
2023-10-27,Hilsha Fry,25,380,480,144.0,8400.0,Weekend,664
2023-10-27,Dal Makhani,34,320,180,54.0,4284.0,Weekend,664
2023-10-27,Mughlai Paratha,60,500,120,36.0,5040.0,Weekend,664
2023-10-27,Mutton Korma,40,280,420,126.0,11760.0,Weekend,664
2023-10-28,Mutton Biryani,40,450,550,165.0,15400.0,Weekend,665
2023-10-28,Hilsha Fry,13,380,480,144.0,4368.0,Weekend,665
2023-10-28,Dal Makhani,19,320,180,54.0,2394.0,Weekend,665
2023-10-28,Mughlai Paratha,27,500,120,36.0,2268.0,Weekend,665
2023-10-28,Mutton Korma,22,280,420,126.0,6468.0,Weekend,665
2023-10-29,Mutton Biryani,27,450,550,165.0,10395.0,Weekend,666
2023-10-29,Hilsha Fry,18,380,480,144.0,6048.0,Weekend,666
2023-10-29,Dal Makhani,11,320,180,54.0,1386.0,Weekend,666
2023-10-29,Mughlai Paratha,36,500,120,36.0,3024.0,Weekend,666
2023-10-29,Mutton Korma,10,280,420,126.0,2940.0,Weekend,666
2023-10-30,Mutton Biryani,26,450,550,165.0,10010.0,Weekday,667
2023-10-30,Hilsha Fry,20,380,480,144.0,6720.0,Weekday,667
2023-10-30,Dal Makhani,23,320,180,54.0,2898.0,Weekday,667
2023-10-30,Mughlai Paratha,42,500,120,36.0,3528.0,Weekday,667
2023-10-30,Mutton Korma,16,280,420,126.0,4704.0,Weekday,667
2023-10-31,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,668
2023-10-31,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,668
2023-10-31,Dal Makhani,21,320,180,54.0,2646.0,Weekday,668
2023-10-31,Mughlai Paratha,22,500,120,36.0,1848.0,Weekday,668
2023-10-31,Mutton Korma,21,280,420,126.0,6174.0,Weekday,668
2023-11-01,Mutton Biryani,35,450,550,165.0,13475.0,Weekday,669
2023-11-01,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,669
2023-11-01,Dal Makhani,17,320,180,54.0,2142.0,Weekday,669
2023-11-01,Mughlai Paratha,33,500,120,36.0,2772.0,Weekday,669
2023-11-01,Mutton Korma,14,280,420,126.0,4116.0,Weekday,669
2023-11-02,Mutton Biryani,26,450,550,165.0,10010.0,Weekday,670
2023-11-02,Hilsha Fry,12,380,480,144.0,4032.0,Weekday,670
2023-11-02,Dal Makhani,20,320,180,54.0,2520.0,Weekday,670
2023-11-02,Mughlai Paratha,32,500,120,36.0,2688.0,Weekday,670
2023-11-02,Mutton Korma,8,280,420,126.0,2352.0,Weekday,670
2023-11-03,Mutton Biryani,55,450,550,165.0,21175.0,Weekend,671
2023-11-03,Hilsha Fry,37,380,480,144.0,12432.0,Weekend,671
2023-11-03,Dal Makhani,31,320,180,54.0,3906.0,Weekend,671
2023-11-03,Mughlai Paratha,70,500,120,36.0,5880.0,Weekend,671
2023-11-03,Mutton Korma,32,280,420,126.0,9408.0,Weekend,671
2023-11-04,Mutton Biryani,40,450,550,165.0,15400.0,Weekend,672
2023-11-04,Hilsha Fry,27,380,480,144.0,9072.0,Weekend,672
2023-11-04,Dal Makhani,19,320,180,54.0,2394.0,Weekend,672
2023-11-04,Mughlai Paratha,52,500,120,36.0,4368.0,Weekend,672
2023-11-04,Mutton Korma,26,280,420,126.0,7644.0,Weekend,672
2023-11-05,Mutton Biryani,32,450,550,165.0,12320.0,Weekend,673
2023-11-05,Hilsha Fry,23,380,480,144.0,7728.0,Weekend,673
2023-11-05,Dal Makhani,19,320,180,54.0,2394.0,Weekend,673
2023-11-05,Mughlai Paratha,20,500,120,36.0,1680.0,Weekend,673
2023-11-05,Mutton Korma,18,280,420,126.0,5292.0,Weekend,673
2023-11-06,Mutton Biryani,15,450,550,165.0,5775.0,Weekday,674
2023-11-06,Hilsha Fry,20,380,480,144.0,6720.0,Weekday,674
2023-11-06,Dal Makhani,20,320,180,54.0,2520.0,Weekday,674
2023-11-06,Mughlai Paratha,45,500,120,36.0,3780.0,Weekday,674
2023-11-06,Mutton Korma,17,280,420,126.0,4998.0,Weekday,674
2023-11-07,Mutton Biryani,37,450,550,165.0,14245.0,Weekday,675
2023-11-07,Hilsha Fry,9,380,480,144.0,3024.0,Weekday,675
2023-11-07,Dal Makhani,24,320,180,54.0,3024.0,Weekday,675
2023-11-07,Mughlai Paratha,30,500,120,36.0,2520.0,Weekday,675
2023-11-07,Mutton Korma,18,280,420,126.0,5292.0,Weekday,675
2023-11-08,Mutton Biryani,37,450,550,165.0,14245.0,Weekday,676
2023-11-08,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,676
2023-11-08,Dal Makhani,22,320,180,54.0,2772.0,Weekday,676
2023-11-08,Mughlai Paratha,35,500,120,36.0,2940.0,Weekday,676
2023-11-08,Mutton Korma,24,280,420,126.0,7056.0,Weekday,676
2023-11-09,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,677
2023-11-09,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,677
2023-11-09,Dal Makhani,16,320,180,54.0,2016.0,Weekday,677
2023-11-09,Mughlai Paratha,39,500,120,36.0,3276.0,Weekday,677
2023-11-09,Mutton Korma,22,280,420,126.0,6468.0,Weekday,677
2023-11-10,Mutton Biryani,17,450,550,165.0,6545.0,Weekend,678
2023-11-10,Hilsha Fry,24,380,480,144.0,8064.0,Weekend,678
2023-11-10,Dal Makhani,37,320,180,54.0,4662.0,Weekend,678
2023-11-10,Mughlai Paratha,50,500,120,36.0,4200.0,Weekend,678
2023-11-10,Mutton Korma,29,280,420,126.0,8526.0,Weekend,678
2023-11-11,Mutton Biryani,29,450,550,165.0,11165.0,Weekend,679
2023-11-11,Hilsha Fry,29,380,480,144.0,9744.0,Weekend,679
2023-11-11,Dal Makhani,50,320,180,54.0,6300.0,Weekend,679
2023-11-11,Mughlai Paratha,40,500,120,36.0,3360.0,Weekend,679
2023-11-11,Mutton Korma,22,280,420,126.0,6468.0,Weekend,679
2023-11-12,Mutton Biryani,25,450,550,165.0,9625.0,Weekend,680
2023-11-12,Hilsha Fry,22,380,480,144.0,7392.0,Weekend,680
2023-11-12,Dal Makhani,29,320,180,54.0,3654.0,Weekend,680
2023-11-12,Mughlai Paratha,38,500,120,36.0,3192.0,Weekend,680
2023-11-12,Mutton Korma,20,280,420,126.0,5880.0,Weekend,680
2023-11-13,Mutton Biryani,33,450,550,165.0,12705.0,Weekday,681
2023-11-13,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,681
2023-11-13,Dal Makhani,26,320,180,54.0,3276.0,Weekday,681
2023-11-13,Mughlai Paratha,28,500,120,36.0,2352.0,Weekday,681
2023-11-13,Mutton Korma,19,280,420,126.0,5586.0,Weekday,681
2023-11-14,Mutton Biryani,34,450,550,165.0,13090.0,Weekday,682
2023-11-14,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,682
2023-11-14,Dal Makhani,20,320,180,54.0,2520.0,Weekday,682
2023-11-14,Mughlai Paratha,25,500,120,36.0,2100.0,Weekday,682
2023-11-14,Mutton Korma,12,280,420,126.0,3528.0,Weekday,682
2023-11-15,Mutton Biryani,31,450,550,165.0,11935.0,Weekday,683
2023-11-15,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,683
2023-11-15,Dal Makhani,25,320,180,54.0,3150.0,Weekday,683
2023-11-15,Mughlai Paratha,33,500,120,36.0,2772.0,Weekday,683
2023-11-15,Mutton Korma,17,280,420,126.0,4998.0,Weekday,683
2023-11-16,Mutton Biryani,34,450,550,165.0,13090.0,Weekday,684
2023-11-16,Hilsha Fry,14,380,480,144.0,4704.0,Weekday,684
2023-11-16,Dal Makhani,25,320,180,54.0,3150.0,Weekday,684
2023-11-16,Mughlai Paratha,25,500,120,36.0,2100.0,Weekday,684
2023-11-16,Mutton Korma,19,280,420,126.0,5586.0,Weekday,684
2023-11-17,Mutton Biryani,43,450,550,165.0,16555.0,Weekend,685
2023-11-17,Hilsha Fry,35,380,480,144.0,11760.0,Weekend,685
2023-11-17,Dal Makhani,34,320,180,54.0,4284.0,Weekend,685
2023-11-17,Mughlai Paratha,57,500,120,36.0,4788.0,Weekend,685
2023-11-17,Mutton Korma,40,280,420,126.0,11760.0,Weekend,685
2023-11-18,Mutton Biryani,33,450,550,165.0,12705.0,Weekend,686
2023-11-18,Hilsha Fry,30,380,480,144.0,10080.0,Weekend,686
2023-11-18,Dal Makhani,40,320,180,54.0,5040.0,Weekend,686
2023-11-18,Mughlai Paratha,55,500,120,36.0,4620.0,Weekend,686
2023-11-18,Mutton Korma,29,280,420,126.0,8526.0,Weekend,686
2023-11-19,Mutton Biryani,28,450,550,165.0,10780.0,Weekend,687
2023-11-19,Hilsha Fry,21,380,480,144.0,7056.0,Weekend,687
2023-11-19,Dal Makhani,19,320,180,54.0,2394.0,Weekend,687
2023-11-19,Mughlai Paratha,30,500,120,36.0,2520.0,Weekend,687
2023-11-19,Mutton Korma,15,280,420,126.0,4410.0,Weekend,687
2023-11-20,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,688
2023-11-20,Hilsha Fry,16,380,480,144.0,5376.0,Weekday,688
2023-11-20,Dal Makhani,31,320,180,54.0,3906.0,Weekday,688
2023-11-20,Mughlai Paratha,40,500,120,36.0,3360.0,Weekday,688
2023-11-20,Mutton Korma,22,280,420,126.0,6468.0,Weekday,688
2023-11-21,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,689
2023-11-21,Hilsha Fry,22,380,480,144.0,7392.0,Weekday,689
2023-11-21,Dal Makhani,25,320,180,54.0,3150.0,Weekday,689
2023-11-21,Mughlai Paratha,37,500,120,36.0,3108.0,Weekday,689
2023-11-21,Mutton Korma,18,280,420,126.0,5292.0,Weekday,689
2023-11-22,Mutton Biryani,21,450,550,165.0,8085.0,Weekday,690
2023-11-22,Hilsha Fry,19,380,480,144.0,6384.0,Weekday,690
2023-11-22,Dal Makhani,22,320,180,54.0,2772.0,Weekday,690
2023-11-22,Mughlai Paratha,29,500,120,36.0,2436.0,Weekday,690
2023-11-22,Mutton Korma,20,280,420,126.0,5880.0,Weekday,690
2023-11-23,Mutton Biryani,26,450,550,165.0,10010.0,Weekday,691
2023-11-23,Hilsha Fry,22,380,480,144.0,7392.0,Weekday,691
2023-11-23,Dal Makhani,18,320,180,54.0,2268.0,Weekday,691
2023-11-23,Mughlai Paratha,32,500,120,36.0,2688.0,Weekday,691
2023-11-23,Mutton Korma,17,280,420,126.0,4998.0,Weekday,691
2023-11-24,Mutton Biryani,47,450,550,165.0,18095.0,Weekend,692
2023-11-24,Hilsha Fry,31,380,480,144.0,10416.0,Weekend,692
2023-11-24,Dal Makhani,25,320,180,54.0,3150.0,Weekend,692
2023-11-24,Mughlai Paratha,54,500,120,36.0,4536.0,Weekend,692
2023-11-24,Mutton Korma,29,280,420,126.0,8526.0,Weekend,692
2023-11-25,Mutton Biryani,40,450,550,165.0,15400.0,Weekend,693
2023-11-25,Hilsha Fry,19,380,480,144.0,6384.0,Weekend,693
2023-11-25,Dal Makhani,34,320,180,54.0,4284.0,Weekend,693
2023-11-25,Mughlai Paratha,53,500,120,36.0,4452.0,Weekend,693
2023-11-25,Mutton Korma,22,280,420,126.0,6468.0,Weekend,693
2023-11-26,Mutton Biryani,38,450,550,165.0,14630.0,Weekend,694
2023-11-26,Hilsha Fry,15,380,480,144.0,5040.0,Weekend,694
