Date,Dish,QtySold,PriceTk,RevenueTk,DayIndex,Weekday
31-Dec-2021,Dry Fish & Rice,62,100,6200,364,Friday
31-Dec-2021,Special Thali,41,160,6560,364,Friday
01-Jan-2022,Rice & Dal Thali,107,80,8560,365,Saturday
01-Jan-2022,Fish Curry Plate,78,120,9360,365,Saturday
01-Jan-2022,Vegetable Khichuri,51,70,3570,365,Saturday
01-Jan-2022,Dry Fish & Rice,46,100,4600,365,Saturday
01-Jan-2022,Special Thali,38,160,6080,365,Saturday
02-Jan-2022,Rice & Dal Thali,76,80,6080,366,Sunday
02-Jan-2022,Fish Curry Plate,43,120,5160,366,Sunday
02-Jan-2022,Vegetable Khichuri,31,70,2170,366,Sunday
02-Jan-2022,Dry Fish & Rice,50,100,5000,366,Sunday
02-Jan-2022,Special Thali,36,160,5760,366,Sunday
03-Jan-2022,Rice & Dal Thali,95,80,7600,367,Monday
03-Jan-2022,Fish Curry Plate,57,120,6840,367,Monday
03-Jan-2022,Vegetable Khichuri,40,70,2800,367,Monday
03-Jan-2022,Dry Fish & Rice,38,100,3800,367,Monday
03-Jan-2022,Special Thali,27,160,4320,367,Monday
04-Jan-2022,Rice & Dal Thali,99,80,7920,368,Tuesday
04-Jan-2022,Fish Curry Plate,55,120,6600,368,Tuesday
04-Jan-2022,Vegetable Khichuri,35,70,2450,368,Tuesday
04-Jan-2022,Dry Fish & Rice,61,100,6100,368,Tuesday
04-Jan-2022,Special Thali,31,160,4960,368,Tuesday
05-Jan-2022,Rice & Dal Thali,94,80,7520,369,Wednesday
05-Jan-2022,Fish Curry Plate,38,120,4560,369,Wednesday
05-Jan-2022,Vegetable Khichuri,33,70,2310,369,Wednesday
05-Jan-2022,Dry Fish & Rice,52,100,5200,369,Wednesday
05-Jan-2022,Special Thali,26,160,4160,369,Wednesday
06-Jan-2022,Rice & Dal Thali,67,80,5360,370,Thursday
06-Jan-2022,Fish Curry Plate,39,120,4680,370,Thursday
06-Jan-2022,Vegetable Khichuri,35,70,2450,370,Thursday
06-Jan-2022,Dry Fish & Rice,50,100,5000,370,Thursday
06-Jan-2022,Special Thali,33,160,5280,370,Thursday
07-Jan-2022,Rice & Dal Thali,109,80,8720,371,Friday
07-Jan-2022,Fish Curry Plate,60,120,7200,371,Friday
07-Jan-2022,Vegetable Khichuri,41,70,2870,371,Friday
07-Jan-2022,Dry Fish & Rice,69,100,6900,371,Friday
07-Jan-2022,Special Thali,36,160,5760,371,Friday
08-Jan-2022,Rice & Dal Thali,100,80,8000,372,Saturday
08-Jan-2022,Fish Curry Plate,66,120,7920,372,Saturday
08-Jan-2022,Vegetable Khichuri,37,70,2590,372,Saturday
08-Jan-2022,Dry Fish & Rice,46,100,4600,372,Saturday
08-Jan-2022,Special Thali,39,160,6240,372,Saturday
09-Jan-2022,Rice & Dal Thali,70,80,5600,373,Sunday
09-Jan-2022,Fish Curry Plate,46,120,5520,373,Sunday
09-Jan-2022,Vegetable Khichuri,40,70,2800,373,Sunday
09-Jan-2022,Dry Fish & Rice,39,100,3900,373,Sunday
09-Jan-2022,Special Thali,31,160,4960,373,Sunday
10-Jan-2022,Rice & Dal Thali,91,80,7280,374,Monday
10-Jan-2022,Fish Curry Plate,55,120,6600,374,Monday
10-Jan-2022,Vegetable Khichuri,37,70,2590,374,Monday
10-Jan-2022,Dry Fish & Rice,43,100,4300,374,Monday
10-Jan-2022,Special Thali,26,160,4160,374,Monday
11-Jan-2022,Rice & Dal Thali,82,80,6560,375,Tuesday
11-Jan-2022,Fish Curry Plate,47,120,5640,375,Tuesday
11-Jan-2022,Vegetable Khichuri,40,70,2800,375,Tuesday
11-Jan-2022,Dry Fish & Rice,58,100,5800,375,Tuesday
11-Jan-2022,Special Thali,28,160,4480,375,Tuesday
12-Jan-2022,Rice & Dal Thali,66,80,5280,376,Wednesday
12-Jan-2022,Fish Curry Plate,52,120,6240,376,Wednesday
12-Jan-2022,Vegetable Khichuri,41,70,2870,376,Wednesday
12-Jan-2022,Dry Fish & Rice,52,100,5200,376,Wednesday
12-Jan-2022,Special Thali,30,160,4800,376,Wednesday
13-Jan-2022,Rice & Dal Thali,78,80,6240,377,Thursday
13-Jan-2022,Fish Curry Plate,50,120,6000,377,Thursday
13-Jan-2022,Vegetable Khichuri,51,70,3570,377,Thursday
13-Jan-2022,Dry Fish & Rice,46,100,4600,377,Thursday
13-Jan-2022,Special Thali,35,160,5600,377,Thursday
14-Jan-2022,Rice & Dal Thali,94,80,7520,378,Friday
14-Jan-2022,Fish Curry Plate,79,120,9480,378,Friday
14-Jan-2022,Vegetable Khichuri,51,70,3570,378,Friday
14-Jan-2022,Dry Fish & Rice,62,100,6200,378,Friday
14-Jan-2022,Special Thali,41,160,6560,378,Friday
15-Jan-2022,Rice & Dal Thali,85,80,6800,379,Saturday
15-Jan-2022,Fish Curry Plate,60,120,7200,379,Saturday
15-Jan-2022,Vegetable Khichuri,53,70,3710,379,Saturday
15-Jan-2022,Dry Fish & Rice,59,100,5900,379,Saturday
15-Jan-2022,Special Thali,33,160,5280,379,Saturday
16-Jan-2022,Rice & Dal Thali,85,80,6800,380,Sunday
16-Jan-2022,Fish Curry Plate,63,120,7560,380,Sunday
16-Jan-2022,Vegetable Khichuri,30,70,2100,380,Sunday
16-Jan-2022,Dry Fish & Rice,42,100,4200,380,Sunday
16-Jan-2022,Special Thali,30,160,4800,380,Sunday
17-Jan-2022,Rice & Dal Thali,64,80,5120,381,Monday
17-Jan-2022,Fish Curry Plate,45,120,5400,381,Monday
17-Jan-2022,Vegetable Khichuri,38,70,2660,381,Monday
17-Jan-2022,Dry Fish & Rice,49,100,4900,381,Monday
17-Jan-2022,Special Thali,27,160,4320,381,Monday
18-Jan-2022,Rice & Dal Thali,80,80,6400,382,Tuesday
18-Jan-2022,Fish Curry Plate,35,120,4200,382,Tuesday
18-Jan-2022,Vegetable Khichuri,31,70,2170,382,Tuesday
18-Jan-2022,Dry Fish & Rice,39,100,3900,382,Tuesday
18-Jan-2022,Special Thali,27,160,4320,382,Tuesday
19-Jan-2022,Rice & Dal Thali,69,80,5520,383,Wednesday
19-Jan-2022,Fish Curry Plate,55,120,6600,383,Wednesday
19-Jan-2022,Vegetable Khichuri,30,70,2100,383,Wednesday
19-Jan-2022,Dry Fish & Rice,54,100,5400,383,Wednesday
19-Jan-2022,Special Thali,31,160,4960,383,Wednesday
20-Jan-2022,Rice & Dal Thali,60,80,4800,384,Thursday
20-Jan-2022,Fish Curry Plate,66,120,7920,384,Thursday
20-Jan-2022,Vegetable Khichuri,37,70,2590,384,Thursday
20-Jan-2022,Dry Fish & Rice,45,100,4500,384,Thursday
20-Jan-2022,Special Thali,28,160,4480,384,Thursday
21-Jan-2022,Rice & Dal Thali,130,80,10400,385,Friday
21-Jan-2022,Fish Curry Plate,78,120,9360,385,Friday
21-Jan-2022,Vegetable Khichuri,51,70,3570,385,Friday
21-Jan-2022,Dry Fish & Rice,64,100,6400,385,Friday
21-Jan-2022,Special Thali,44,160,7040,385,Friday
22-Jan-2022,Rice & Dal Thali,100,80,8000,386,Saturday
22-Jan-2022,Fish Curry Plate,61,120,7320,386,Saturday
22-Jan-2022,Vegetable Khichuri,50,70,3500,386,Saturday
22-Jan-2022,Dry Fish & Rice,56,100,5600,386,Saturday
22-Jan-2022,Special Thali,29,160,4640,386,Saturday
23-Jan-2022,Rice & Dal Thali,81,80,6480,387,Sunday
23-Jan-2022,Fish Curry Plate,36,120,4320,387,Sunday
23-Jan-2022,Vegetable Khichuri,46,70,3220,387,Sunday
23-Jan-2022,Dry Fish & Rice,45,100,4500,387,Sunday
23-Jan-2022,Special Thali,33,160,5280,387,Sunday
24-Jan-2022,Rice & Dal Thali,73,80,5840,388,Monday
24-Jan-2022,Fish Curry Plate,37,120,4440,388,Monday
24-Jan-2022,Vegetable Khichuri,50,70,3500,388,Monday
24-Jan-2022,Dry Fish & Rice,39,100,3900,388,Monday
24-Jan-2022,Special Thali,42,160,6720,388,Monday
25-Jan-2022,Rice & Dal Thali,108,80,8640,389,Tuesday
25-Jan-2022,Fish Curry Plate,72,120,8640,389,Tuesday
25-Jan-2022,Vegetable Khichuri,34,70,2380,389,Tuesday
25-Jan-2022,Dry Fish & Rice,50,100,5000,389,Tuesday
25-Jan-2022,Special Thali,32,160,5120,389,Tuesday
26-Jan-2022,Rice & Dal Thali,90,80,7200,390,Wednesday
26-Jan-2022,Fish Curry Plate,61,120,7320,390,Wednesday
26-Jan-2022,Vegetable Khichuri,54,70,3780,390,Wednesday
26-Jan-2022,Dry Fish & Rice,44,100,4400,390,Wednesday
26-Jan-2022,Special Thali,22,160,3520,390,Wednesday
27-Jan-2022,Rice & Dal Thali,63,80,5040,391,Thursday
27-Jan-2022,Fish Curry Plate,42,120,5040,391,Thursday
27-Jan-2022,Vegetable Khichuri,45,70,3150,391,Thursday
27-Jan-2022,Dry Fish & Rice,50,100,5000,391,Thursday
27-Jan-2022,Special Thali,40,160,6400,391,Thursday
28-Jan-2022,Rice & Dal Thali,96,80,7680,392,Friday
28-Jan-2022,Fish Curry Plate,65,120,7800,392,Friday
28-Jan-2022,Vegetable Khichuri,65,70,4550,392,Friday
28-Jan-2022,Dry Fish & Rice,63,100,6300,392,Friday
28-Jan-2022,Special Thali,47,160,7520,392,Friday
29-Jan-2022,Rice & Dal Thali,124,80,9920,393,Saturday
29-Jan-2022,Fish Curry Plate,47,120,5640,393,Saturday
29-Jan-2022,Vegetable Khichuri,59,70,4130,393,Saturday
29-Jan-2022,Dry Fish & Rice,58,100,5800,393,Saturday
29-Jan-2022,Special Thali,31,160,4960,393,Saturday
30-Jan-2022,Rice & Dal Thali,62,80,4960,394,Sunday
30-Jan-2022,Fish Curry Plate,46,120,5520,394,Sunday
30-Jan-2022,Vegetable Khichuri,39,70,2730,394,Sunday
30-Jan-2022,Dry Fish & Rice,45,100,4500,394,Sunday
30-Jan-2022,Special Thali,35,160,5600,394,Sunday
31-Jan-2022,Rice & Dal Thali,88,80,7040,395,Monday
31-Jan-2022,Fish Curry Plate,57,120,6840,395,Monday
31-Jan-2022,Vegetable Khichuri,44,70,3080,395,Monday
31-Jan-2022,Dry Fish & Rice,45,100,4500,395,Monday
31-Jan-2022,Special Thali,29,160,4640,395,Monday
01-Feb-2022,Rice & Dal Thali,70,80,5600,396,Tuesday
01-Feb-2022,Fish Curry Plate,59,120,7080,396,Tuesday
01-Feb-2022,Vegetable Khichuri,50,70,3500,396,Tuesday
01-Feb-2022,Dry Fish & Rice,43,100,4300,396,Tuesday
01-Feb-2022,Special Thali,32,160,5120,396,Tuesday
02-Feb-2022,Rice & Dal Thali,88,80,7040,397,Wednesday
02-Feb-2022,Fish Curry Plate,35,120,4200,397,Wednesday
02-Feb-2022,Vegetable Khichuri,38,70,2660,397,Wednesday
02-Feb-2022,Dry Fish & Rice,20,100,2000,397,Wednesday
02-Feb-2022,Special Thali,33,160,5280,397,Wednesday
03-Feb-2022,Rice & Dal Thali,96,80,7680,398,Thursday
03-Feb-2022,Fish Curry Plate,57,120,6840,398,Thursday
03-Feb-2022,Vegetable Khichuri,40,70,2800,398,Thursday
03-Feb-2022,Dry Fish & Rice,47,100,4700,398,Thursday
03-Feb-2022,Special Thali,33,160,5280,398,Thursday
04-Feb-2022,Rice & Dal Thali,113,80,9040,399,Friday
04-Feb-2022,Fish Curry Plate,72,120,8640,399,Friday
04-Feb-2022,Vegetable Khichuri,48,70,3360,399,Friday
04-Feb-2022,Dry Fish & Rice,64,100,6400,399,Friday
04-Feb-2022,Special Thali,40,160,6400,399,Friday
05-Feb-2022,Rice & Dal Thali,114,80,9120,400,Saturday
05-Feb-2022,Fish Curry Plate,66,120,7920,400,Saturday
05-Feb-2022,Vegetable Khichuri,37,70,2590,400,Saturday
05-Feb-2022,Dry Fish & Rice,70,100,7000,400,Saturday
05-Feb-2022,Special Thali,42,160,6720,400,Saturday
06-Feb-2022,Rice & Dal Thali,68,80,5440,401,Sunday
06-Feb-2022,Fish Curry Plate,67,120,8040,401,Sunday
06-Feb-2022,Vegetable Khichuri,38,70,2660,401,Sunday
06-Feb-2022,Dry Fish & Rice,40,100,4000,401,Sunday
06-Feb-2022,Special Thali,30,160,4800,401,Sunday
07-Feb-2022,Rice & Dal Thali,101,80,8080,402,Monday
07-Feb-2022,Fish Curry Plate,55,120,6600,402,Monday
07-Feb-2022,Vegetable Khichuri,35,70,2450,402,Monday
07-Feb-2022,Dry Fish & Rice,51,100,5100,402,Monday
07-Feb-2022,Special Thali,36,160,5760,402,Monday
08-Feb-2022,Rice & Dal Thali,71,80,5680,403,Tuesday
08-Feb-2022,Fish Curry Plate,54,120,6480,403,Tuesday
08-Feb-2022,Vegetable Khichuri,37,70,2590,403,Tuesday
08-Feb-2022,Dry Fish & Rice,53,100,5300,403,Tuesday
08-Feb-2022,Special Thali,28,160,4480,403,Tuesday
09-Feb-2022,Rice & Dal Thali,46,80,3680,404,Wednesday
09-Feb-2022,Fish Curry Plate,54,120,6480,404,Wednesday
09-Feb-2022,Vegetable Khichuri,37,70,2590,404,Wednesday
09-Feb-2022,Dry Fish & Rice,40,100,4000,404,Wednesday
09-Feb-2022,Special Thali,33,160,5280,404,Wednesday
10-Feb-2022,Rice & Dal Thali,73,80,5840,405,Thursday
10-Feb-2022,Fish Curry Plate,66,120,7920,405,Thursday
10-Feb-2022,Vegetable Khichuri,36,70,2520,405,Thursday
10-Feb-2022,Dry Fish & Rice,55,100,5500,405,Thursday
10-Feb-2022,Special Thali,33,160,5280,405,Thursday
11-Feb-2022,Rice & Dal Thali,128,80,10240,406,Friday
11-Feb-2022,Fish Curry Plate,70,120,8400,406,Friday
11-Feb-2022,Vegetable Khichuri,43,70,3010,406,Friday
11-Feb-2022,Dry Fish & Rice,68,100,6800,406,Friday
11-Feb-2022,Special Thali,45,160,7200,406,Friday
12-Feb-2022,Rice & Dal Thali,106,80,8480,407,Saturday
12-Feb-2022,Fish Curry Plate,70,120,8400,407,Saturday
12-Feb-2022,Vegetable Khichuri,31,70,2170,407,Saturday
12-Feb-2022,Dry Fish & Rice,47,100,4700,407,Saturday
12-Feb-2022,Special Thali,39,160,6240,407,Saturday
13-Feb-2022,Rice & Dal Thali,101,80,8080,408,Sunday
13-Feb-2022,Fish Curry Plate,41,120,4920,408,Sunday
13-Feb-2022,Vegetable Khichuri,24,70,1680,408,Sunday
13-Feb-2022,Dry Fish & Rice,55,100,5500,408,Sunday
13-Feb-2022,Special Thali,45,160,7200,408,Sunday
14-Feb-2022,Rice & Dal Thali,109,80,8720,409,Monday
14-Feb-2022,Fish Curry Plate,42,120,5040,409,Monday
14-Feb-2022,Vegetable Khichuri,51,70,3570,409,Monday
14-Feb-2022,Dry Fish & Rice,43,100,4300,409,Monday
14-Feb-2022,Special Thali,39,160,6240,409,Monday
15-Feb-2022,Rice & Dal Thali,114,80,9120,410,Tuesday
15-Feb-2022,Fish Curry Plate,72,120,8640,410,Tuesday
15-Feb-2022,Vegetable Khichuri,43,70,3010,410,Tuesday
15-Feb-2022,Dry Fish & Rice,48,100,4800,410,Tuesday
15-Feb-2022,Special Thali,30,160,4800,410,Tuesday
16-Feb-2022,Rice & Dal Thali,83,80,6640,411,Wednesday
16-Feb-2022,Fish Curry Plate,41,120,4920,411,Wednesday
16-Feb-2022,Vegetable Khichuri,44,70,3080,411,Wednesday
16-Feb-2022,Dry Fish & Rice,56,100,5600,411,Wednesday
16-Feb-2022,Special Thali,27,160,4320,411,Wednesday
17-Feb-2022,Rice & Dal Thali,87,80,6960,412,Thursday
17-Feb-2022,Fish Curry Plate,61,120,7320,412,Thursday
17-Feb-2022,Vegetable Khichuri,47,70,3290,412,Thursday
17-Feb-2022,Dry Fish & Rice,60,100,6000,412,Thursday
17-Feb-2022,Special Thali,28,160,4480,412,Thursday
18-Feb-2022,Rice & Dal Thali,86,80,6880,413,Friday
18-Feb-2022,Fish Curry Plate,89,120,10680,413,Friday
18-Feb-2022,Vegetable Khichuri,46,70,3220,413,Friday
18-Feb-2022,Dry Fish & Rice,56,100,5600,413,Friday
18-Feb-2022,Special Thali,50,160,8000,413,Friday
19-Feb-2022,Rice & Dal Thali,122,80,9760,414,Saturday
19-Feb-2022,Fish Curry Plate,81,120,9720,414,Saturday
19-Feb-2022,Vegetable Khichuri,47,70,3290,414,Saturday
19-Feb-2022,Dry Fish & Rice,66,100,6600,414,Saturday
19-Feb-2022,Special Thali,42,160,6720,414,Saturday
20-Feb-2022,Rice & Dal Thali,86,80,6880,415,Sunday
20-Feb-2022,Fish Curry Plate,63,120,7560,415,Sunday
20-Feb-2022,Vegetable Khichuri,37,70,2590,415,Sunday
20-Feb-2022,Dry Fish & Rice,50,100,5000,415,Sunday
20-Feb-2022,Special Thali,38,160,6080,415,Sunday
21-Feb-2022,Rice & Dal Thali,81,80,6480,416,Monday
21-Feb-2022,Fish Curry Plate,60,120,7200,416,Monday
21-Feb-2022,Vegetable Khichuri,40,70,2800,416,Monday
21-Feb-2022,Dry Fish & Rice,42,100,4200,416,Monday
21-Feb-2022,Special Thali,28,160,4480,416,Monday
22-Feb-2022,Rice & Dal Thali,70,80,5600,417,Tuesday
22-Feb-2022,Fish Curry Plate,49,120,5880,417,Tuesday
22-Feb-2022,Vegetable Khichuri,32,70,2240,417,Tuesday
22-Feb-2022,Dry Fish & Rice,53,100,5300,417,Tuesday
22-Feb-2022,Special Thali,39,160,6240,417,Tuesday
23-Feb-2022,Rice & Dal Thali,99,80,7920,418,Wednesday
23-Feb-2022,Fish Curry Plate,55,120,6600,418,Wednesday
23-Feb-2022,Vegetable Khichuri,38,70,2660,418,Wednesday
23-Feb-2022,Dry Fish & Rice,61,100,6100,418,Wednesday
23-Feb-2022,Special Thali,29,160,4640,418,Wednesday
24-Feb-2022,Rice & Dal Thali,109,80,8720,419,Thursday
24-Feb-2022,Fish Curry Plate,49,120,5880,419,Thursday
24-Feb-2022,Vegetable Khichuri,40,70,2800,419,Thursday
24-Feb-2022,Dry Fish & Rice,46,100,4600,419,Thursday
24-Feb-2022,Special Thali,30,160,4800,419,Thursday
25-Feb-2022,Rice & Dal Thali,93,80,7440,420,Friday
25-Feb-2022,Fish Curry Plate,75,120,9000,420,Friday
25-Feb-2022,Vegetable Khichuri,55,70,3850,420,Friday
25-Feb-2022,Dry Fish & Rice,50,100,5000,420,Friday
25-Feb-2022,Special Thali,35,160,5600,420,Friday
26-Feb-2022,Rice & Dal Thali,139,80,11120,421,Saturday
26-Feb-2022,Fish Curry Plate,82,120,9840,421,Saturday
26-Feb-2022,Vegetable Khichuri,72,70,5040,421,Saturday
26-Feb-2022,Dry Fish & Rice,57,100,5700,421,Saturday
26-Feb-2022,Special Thali,40,160,6400,421,Saturday
27-Feb-2022,Rice & Dal Thali,64,80,5120,422,Sunday
27-Feb-2022,Fish Curry Plate,39,120,4680,422,Sunday
27-Feb-2022,Vegetable Khichuri,41,70,2870,422,Sunday
27-Feb-2022,Dry Fish & Rice,59,100,5900,422,Sunday
27-Feb-2022,Special Thali,32,160,5120,422,Sunday
28-Feb-2022,Rice & Dal Thali,87,80,6960,423,Monday
28-Feb-2022,Fish Curry Plate,58,120,6960,423,Monday
28-Feb-2022,Vegetable Khichuri,41,70,2870,423,Monday
28-Feb-2022,Dry Fish & Rice,32,100,3200,423,Monday
28-Feb-2022,Special Thali,28,160,4480,423,Monday
01-Mar-2022,Rice & Dal Thali,86,80,6880,424,Tuesday
01-Mar-2022,Fish Curry Plate,46,120,5520,424,Tuesday
01-Mar-2022,Vegetable Khichuri,41,70,2870,424,Tuesday
01-Mar-2022,Dry Fish & Rice,49,100,4900,424,Tuesday
01-Mar-2022,Special Thali,43,160,6880,424,Tuesday
02-Mar-2022,Rice & Dal Thali,72,80,5760,425,Wednesday
02-Mar-2022,Fish Curry Plate,46,120,5520,425,Wednesday
02-Mar-2022,Vegetable Khichuri,36,70,2520,425,Wednesday
02-Mar-2022,Dry Fish & Rice,55,100,5500,425,Wednesday
02-Mar-2022,Special Thali,35,160,5600,425,Wednesday
03-Mar-2022,Rice & Dal Thali,70,80,5600,426,Thursday
03-Mar-2022,Fish Curry Plate,55,120,6600,426,Thursday
03-Mar-2022,Vegetable Khichuri,44,70,3080,426,Thursday
03-Mar-2022,Dry Fish & Rice,50,100,5000,426,Thursday
03-Mar-2022,Special Thali,28,160,4480,426,Thursday
04-Mar-2022,Rice & Dal Thali,141,80,11280,427,Friday
04-Mar-2022,Fish Curry Plate,67,120,8040,427,Friday
04-Mar-2022,Vegetable Khichuri,54,70,3780,427,Friday
04-Mar-2022,Dry Fish & Rice,67,100,6700,427,Friday
04-Mar-2022,Special Thali,36,160,5760,427,Friday
05-Mar-2022,Rice & Dal Thali,114,80,9120,428,Saturday
05-Mar-2022,Fish Curry Plate,48,120,5760,428,Saturday
05-Mar-2022,Vegetable Khichuri,62,70,4340,428,Saturday
05-Mar-2022,Dry Fish & Rice,55,100,5500,428,Saturday
05-Mar-2022,Special Thali,41,160,6560,428,Saturday
06-Mar-2022,Rice & Dal Thali,86,80,6880,429,Sunday
06-Mar-2022,Fish Curry Plate,48,120,5760,429,Sunday
06-Mar-2022,Vegetable Khichuri,48,70,3360,429,Sunday
06-Mar-2022,Dry Fish & Rice,49,100,4900,429,Sunday
06-Mar-2022,Special Thali,39,160,6240,429,Sunday
07-Mar-2022,Rice & Dal Thali,99,80,7920,430,Monday
07-Mar-2022,Fish Curry Plate,71,120,8520,430,Monday
07-Mar-2022,Vegetable Khichuri,45,70,3150,430,Monday
07-Mar-2022,Dry Fish & Rice,47,100,4700,430,Monday
07-Mar-2022,Special Thali,41,160,6560,430,Monday
08-Mar-2022,Rice & Dal Thali,88,80,7040,431,Tuesday
08-Mar-2022,Fish Curry Plate,63,120,7560,431,Tuesday
08-Mar-2022,Vegetable Khichuri,46,70,3220,431,Tuesday
08-Mar-2022,Dry Fish & Rice,41,100,4100,431,Tuesday
08-Mar-2022,Special Thali,20,160,3200,431,Tuesday
09-Mar-2022,Rice & Dal Thali,95,80,7600,432,Wednesday
09-Mar-2022,Fish Curry Plate,45,120,5400,432,Wednesday
09-Mar-2022,Vegetable Khichuri,43,70,3010,432,Wednesday
09-Mar-2022,Dry Fish & Rice,57,100,5700,432,Wednesday
09-Mar-2022,Special Thali,42,160,6720,432,Wednesday
10-Mar-2022,Rice & Dal Thali,52,80,4160,433,Thursday
10-Mar-2022,Fish Curry Plate,41,120,4920,433,Thursday
10-Mar-2022,Vegetable Khichuri,56,70,3920,433,Thursday
10-Mar-2022,Dry Fish & Rice,68,100,6800,433,Thursday
10-Mar-2022,Special Thali,29,160,4640,433,Thursday
11-Mar-2022,Rice & Dal Thali,113,80,9040,434,Friday
11-Mar-2022,Fish Curry Plate,78,120,9360,434,Friday
11-Mar-2022,Vegetable Khichuri,37,70,2590,434,Friday
11-Mar-2022,Dry Fish & Rice,68,100,6800,434,Friday
11-Mar-2022,Special Thali,49,160,7840,434,Friday
12-Mar-2022,Rice & Dal Thali,128,80,10240,435,Saturday
12-Mar-2022,Fish Curry Plate,67,120,8040,435,Saturday
12-Mar-2022,Vegetable Khichuri,65,70,4550,435,Saturday
12-Mar-2022,Dry Fish & Rice,68,100,6800,435,Saturday
12-Mar-2022,Special Thali,37,160,5920,435,Saturday
13-Mar-2022,Rice & Dal Thali,66,80,5280,436,Sunday
13-Mar-2022,Fish Curry Plate,44,120,5280,436,Sunday
13-Mar-2022,Vegetable Khichuri,47,70,3290,436,Sunday
13-Mar-2022,Dry Fish & Rice,47,100,4700,436,Sunday
13-Mar-2022,Special Thali,20,160,3200,436,Sunday
14-Mar-2022,Rice & Dal Thali,87,80,6960,437,Monday
14-Mar-2022,Fish Curry Plate,47,120,5640,437,Monday
14-Mar-2022,Vegetable Khichuri,55,70,3850,437,Monday
14-Mar-2022,Dry Fish & Rice,51,100,5100,437,Monday
14-Mar-2022,Special Thali,40,160,6400,437,Monday
15-Mar-2022,Rice & Dal Thali,88,80,7040,438,Tuesday
15-Mar-2022,Fish Curry Plate,65,120,7800,438,Tuesday
15-Mar-2022,Vegetable Khichuri,48,70,3360,438,Tuesday
15-Mar-2022,Dry Fish & Rice,58,100,5800,438,Tuesday
15-Mar-2022,Special Thali,25,160,4000,438,Tuesday
16-Mar-2022,Rice & Dal Thali,107,80,8560,439,Wednesday
16-Mar-2022,Fish Curry Plate,64,120,7680,439,Wednesday
16-Mar-2022,Vegetable Khichuri,48,70,3360,439,Wednesday
16-Mar-2022,Dry Fish & Rice,46,100,4600,439,Wednesday
16-Mar-2022,Special Thali,26,160,4160,439,Wednesday
17-Mar-2022,Rice & Dal Thali,88,80,7040,440,Thursday
17-Mar-2022,Fish Curry Plate,54,120,6480,440,Thursday
17-Mar-2022,Vegetable Khichuri,47,70,3290,440,Thursday
17-Mar-2022,Dry Fish & Rice,44,100,4400,440,Thursday
17-Mar-2022,Special Thali,33,160,5280,440,Thursday
18-Mar-2022,Rice & Dal Thali,148,80,11840,441,Friday
18-Mar-2022,Fish Curry Plate,61,120,7320,441,Friday
18-Mar-2022,Vegetable Khichuri,59,70,4130,441,Friday
18-Mar-2022,Dry Fish & Rice,84,100,8400,441,Friday
18-Mar-2022,Special Thali,51,160,8160,441,Friday
19-Mar-2022,Rice & Dal Thali,84,80,6720,442,Saturday
19-Mar-2022,Fish Curry Plate,49,120,5880,442,Saturday
19-Mar-2022,Vegetable Khichuri,50,70,3500,442,Saturday
19-Mar-2022,Dry Fish & Rice,47,100,4700,442,Saturday
19-Mar-2022,Special Thali,45,160,7200,442,Saturday
20-Mar-2022,Rice & Dal Thali,65,80,5200,443,Sunday
20-Mar-2022,Fish Curry Plate,63,120,7560,443,Sunday
20-Mar-2022,Vegetable Khichuri,49,70,3430,443,Sunday
20-Mar-2022,Dry Fish & Rice,63,100,6300,443,Sunday
20-Mar-2022,Special Thali,31,160,4960,443,Sunday
21-Mar-2022,Rice & Dal Thali,83,80,6640,444,Monday
21-Mar-2022,Fish Curry Plate,67,120,8040,444,Monday
21-Mar-2022,Vegetable Khichuri,37,70,2590,444,Monday
21-Mar-2022,Dry Fish & Rice,52,100,5200,444,Monday
21-Mar-2022,Special Thali,35,160,5600,444,Monday
22-Mar-2022,Rice & Dal Thali,103,80,8240,445,Tuesday
22-Mar-2022,Fish Curry Plate,45,120,5400,445,Tuesday
22-Mar-2022,Vegetable Khichuri,33,70,2310,445,Tuesday
22-Mar-2022,Dry Fish & Rice,38,100,3800,445,Tuesday
22-Mar-2022,Special Thali,31,160,4960,445,Tuesday
23-Mar-2022,Rice & Dal Thali,85,80,6800,446,Wednesday
23-Mar-2022,Fish Curry Plate,78,120,9360,446,Wednesday
23-Mar-2022,Vegetable Khichuri,40,70,2800,446,Wednesday
23-Mar-2022,Dry Fish & Rice,58,100,5800,446,Wednesday
23-Mar-2022,Special Thali,34,160,5440,446,Wednesday
24-Mar-2022,Rice & Dal Thali,87,80,6960,447,Thursday
24-Mar-2022,Fish Curry Plate,55,120,6600,447,Thursday
24-Mar-2022,Vegetable Khichuri,51,70,3570,447,Thursday
24-Mar-2022,Dry Fish & Rice,46,100,4600,447,Thursday
24-Mar-2022,Special Thali,23,160,3680,447,Thursday
25-Mar-2022,Rice & Dal Thali,161,80,12880,448,Friday
25-Mar-2022,Fish Curry Plate,71,120,8520,448,Friday
25-Mar-2022,Vegetable Khichuri,53,70,3710,448,Friday
25-Mar-2022,Dry Fish & Rice,73,100,7300,448,Friday
25-Mar-2022,Special Thali,48,160,7680,448,Friday
26-Mar-2022,Rice & Dal Thali,109,80,8720,449,Saturday
26-Mar-2022,Fish Curry Plate,64,120,7680,449,Saturday
26-Mar-2022,Vegetable Khichuri,50,70,3500,449,Saturday
